Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
53439,-0.049,0.109,,0.019,-0.164,,0.104,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,-0.048,,,,0.16,0.138,0.057,0.16,-0.063,0.059,-0.092,0.0,-0.013,0.0,0.013,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,909.85,909.86,,,,,,,,,,,,,,,,,,,,,,,,,,,911.19,,913.19,913.19,913.19,913.19,913.19,913.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
54399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,-0.047,-0.018,,-0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,0.138,0.082,-0.056,0.078,-0.151,,,,,0.014,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,470.74,470.85,,,,,,,,,,,,,506.41,506.41,506.41,,506.41,506.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
21763,0.049,0.008,0.0,,0.336,,0.02,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,-0.181,-0.702,-0.085,0.071,0.033,,,,,0.008,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.93,145.93,145.93,,145.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
29688,-0.068,-0.078,,-0.081,-0.164,,-0.028,-0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.125,0.101,0.084,0.098,,,,,,,,0.017,0.0,,0.0,,,,,,,,,,1,602.61,602.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.94,605.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
18008,,,,,,,,,,0.014,-0.034,,,,,,0.019,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.053,0.082,-0.056,-0.059,0.007,0.124,0.0,0.022,0.0,0.013,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,1413.56,,,,,,,,,,,,,,,,,,,,,,,,1413.89,1413.89,1413.9,1413.9,1413.9,1413.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49442,-0.016,-0.126,,-0.081,-0.164,-0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.023,,-0.057,0.068,0.0,,0.0,0,1374.21,1374.22,1374.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.49,,1376.51,1376.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,-0.169,,-0.272,-0.182,,0.008,,,,,,,,0.129,-0.067,,,,-0.106,-0.085,0.063,-0.106,0.114,-0.099,-0.038,0.0,-0.012,0.0,0.016,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1007.76,,,1014.23,1014.23,1014.24,,,,1039.1,,1046.06,1046.06,1046.06,1046.06,1046.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,T1,,,,,,,
35322,0.01,-0.233,,0.019,,,,,-0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096,-0.079,0.104,0.096,-0.004,-0.046,0.016,0.0,0.012,0.0,0.013,0.013,0.108,0.0,,0.0,,,,,,,,,,0,1643.53,1643.53,,1643.55,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.25,1646.25,1646.25,1646.25,1646.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,,,,,,,,,,0.026,,-0.17,,,,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.002,0.104,-0.106,-0.09,0.033,0.016,0.0,0.004,0.0,0.011,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,1491.01,,,,,,,,,,,,,,,,,,,,,,,,,,1496.25,1496.25,1496.25,1496.25,1496.25,1496.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,,-0.026,,-0.087,0.034,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.02,-0.021,0.063,0.02,-0.051,0.007,-0.011,0.0,0.02,0.0,0.012,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,1038.88,1038.99,1038.99,,,,,,,,,,,,1072.69,1072.69,1072.7,1072.7,1072.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
19155,-0.095,-0.147,,0.019,,,-0.029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.111,0.104,-0.132,-0.067,-0.046,0.124,0.0,0.02,0.0,0.01,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,1584.69,1584.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.7,1591.7,1591.7,1591.7,1591.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
25248,0.075,0.12,0.0,,-0.164,,,,-0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.042,0.063,0.058,-0.035,0.164,-0.011,0.0,0.003,0.0,0.013,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,921.14,,,921.16,,,,,,,,,,,,,,,,,,,,,,,,,,,923.4,923.4,923.4,923.4,923.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20938,0.03,0.019,,0.119,0.336,,,,-0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.13,0.082,-0.056,-0.051,0.033,0.016,0.0,-0.012,0.0,0.011,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,1,1272.6,1272.6,,1272.63,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.74,1288.74,1288.74,1288.74,1288.74,1288.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
22226,-0.147,0.12,0.0,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.181,0.119,0.037,-0.181,0.071,-0.02,,,,,0.012,0.013,0.017,0.0,,0.0,,,,,,,,,,0,249.73,,249.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.59,251.59,251.59,,251.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
27673,0.036,0.002,0.0,,-0.164,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.102,0.003,,-0.079,0.0,0.069,0.0,0,1396.63,,1396.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.64,,1398.68,1398.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31060,0.043,-0.163,0.0,,,,0.055,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,-0.009,0.082,0.273,0.027,-0.125,,,,,0.01,0.013,0.017,0.0,,0.0,,,,,,,,,,0,518.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,520.0,520.01,,520.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
39170,-0.003,-0.126,0.0,,,,-0.044,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-0.028,0.063,0.045,-0.051,-0.02,-0.038,0.0,0.021,0.0,0.011,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,1153.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.4,1154.4,1154.4,1154.4,1154.4,1154.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
9017,,,,,,,,,,-0.002,-0.034,,-0.01,-0.004,-0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-0.028,0.104,-0.157,-0.063,0.033,-0.065,0.0,-0.012,0.0,0.012,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,1444.37,,,,,,,,,,,,,,,,,,,,,,,,,1445.52,1445.52,1445.52,1445.52,1445.52,1445.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45573,-0.147,0.099,0.0,,-0.164,-0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,0.176,-0.725,0.155,0.078,-0.099,,,,,0.013,0.013,-0.165,0.0,,0.0,,,,,,,,,,0,3.28,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,5.24,5.24,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
9826,,,,,,,,,,0.018,,0.174,-0.01,,,,-0.006,-0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.093,0.101,0.084,0.067,-0.125,-0.092,0.0,-0.012,0.0,0.016,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,,,,,683.82,,683.84,,,,,,,,,,,,,,,,,,,,,,,,687.08,687.08,687.08,687.08,687.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
46733,,,,,,,,,,0.01,,-0.315,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124,-0.142,0.082,-0.124,0.071,-0.125,-0.011,0.0,-0.012,0.0,0.016,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,585.06,,,,,,,,,,,,,,,,,,,,,,,,,,589.06,589.06,589.06,589.06,589.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
40280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,-0.008,-0.194,,0.062,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.043,,,,-0.043,0.017,0.057,-0.043,-0.027,0.007,-0.092,0.0,-0.004,0.0,0.019,0.013,,,,0.0,,,,,,,,,,1,,,,,,,,,,,,,,800.7,800.71,800.71,,,,,,,,,,,,,805.01,,807.37,807.37,807.37,807.37,807.37,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,
28307,,,,,,,,,,0.002,-0.034,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.125,-0.752,-0.06,-0.016,0.164,,,,,0.01,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.75,165.75,165.76,,165.76,165.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
29824,-0.016,-0.195,0.0,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.087,0.082,0.033,0.047,-0.099,-0.119,0.0,0.022,0.0,0.013,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,522.21,,,522.24,,,,,,,,,,,,,,,,,,,,,,,,,,,522.88,522.88,522.88,522.88,522.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16148,0.003,0.056,0.0,,,,0.027,-0.001,,,,,,,,,,,0.068,-0.067,0.007,-0.147,,0.117,,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.047,0.082,-0.056,-0.067,0.033,0.016,0.0,-0.003,0.0,0.011,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,1363.97,,,,,,,1406.99,1407.0,,,,,,,,,,,,,,,,,,,,,,1412.46,1412.46,1412.47,1412.47,1412.47,1412.5,,,,,,,,,,,,T1,,,T3,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
59932,,,,,,,,,,0.006,-0.034,,-0.01,-0.01,-0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,-0.085,-0.702,0.205,,-0.02,,,,,0.011,0.013,-0.029,0.0,0.001,0.0,,,,,,,,,,0,,,,,,46.04,,,,,,,,,,,,,,,,,,,,,,,,,52.06,52.06,52.06,,52.06,52.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
57613,,,,,,,,,,-0.01,,0.151,,0.002,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.03,0.063,0.058,0.059,-0.02,-0.092,0.0,0.004,0.0,0.019,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,954.7,954.73,,,,,,,,,,,,,,,,,,,,,,,,,959.05,959.05,959.06,959.06,959.06,959.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
48709,-0.023,-0.003,,0.019,,,-0.03,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,0.004,0.037,0.294,0.059,-0.125,,,,,0.012,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,371.43,371.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.83,373.83,373.84,,373.84,373.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
59820,-0.101,-0.04,,-0.081,,,0.067,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,-0.015,0.082,-0.07,0.02,-0.125,-0.011,0.0,-0.012,0.0,0.01,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,571.03,571.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.79,572.79,572.79,572.79,572.79,572.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
32516,0.01,0.067,0.0,,-0.164,,-0.023,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,-0.072,0.101,0.134,0.129,-0.072,-0.011,0.0,0.013,0.0,0.009,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,608.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.75,610.75,610.75,610.75,610.75,610.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48601,-0.029,-0.056,0.0,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.173,0.011,0.037,-0.173,0.047,0.112,,,,,0.014,0.013,0.062,0.0,,0.0,,,,,,,,,,0,402.2,,402.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.19,404.19,404.2,,404.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
7018,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.115,,-0.038,0.318,,0.012,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.195,0.082,0.07,0.086,-0.099,,,,,0.016,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,1,,,,,,,,,,,466.83,,,,,,,,,,,,,,,,,,,,505.97,505.97,505.98,,505.98,505.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
12270,0.03,-0.051,0.0,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181,0.074,0.037,0.181,0.047,-0.151,,,,,0.014,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,320.69,,,320.71,,,,,,,,,,,,,,,,,,,,,,,,,,,322.2,322.2,322.21,,322.21,322.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
5845,-0.029,0.152,,0.019,0.336,,,,-0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,-0.048,,,,0.109,0.061,0.057,0.109,-0.024,0.138,0.043,0.0,0.004,0.0,0.017,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,907.26,907.26,,907.29,,,,,,,,,,,,,,,,,,,,,,,,,909.14,,911.27,911.27,911.27,911.27,911.27,911.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
18067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.011,,0.0,,-0.305,,,,,,,,,,,,,,,-0.069,0.052,,,,0.058,-0.072,0.057,0.058,-0.004,-0.099,0.043,0.0,-0.013,0.0,0.014,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,647.08,,,,,,,,735.66,,740.58,740.58,740.59,740.59,740.59,740.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
51596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,0.08,,0.147,0.036,,-0.195,-0.095,-0.21,,,,-0.081,-0.009,0.063,-0.081,0.0,0.086,-0.092,0.0,0.012,0.0,0.018,0.013,0.062,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1013.63,1013.64,1013.64,1039.2,,1048.06,1048.06,1048.06,1048.06,1048.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,T1,,,,,,,
10104,,,,,,,,,,-0.01,-0.034,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021,-0.021,0.014,-0.021,0.145,0.086,,,,,0.012,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.31,303.31,303.32,,303.32,303.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
44440,0.121,0.211,0.0,,,,-0.027,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-0.009,0.104,-0.157,-0.071,0.059,0.016,0.0,0.021,0.0,0.013,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,1468.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.47,1477.47,1477.47,1477.47,1477.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
6825,,,,,,,,,,0.006,-0.034,,,,,,0.022,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.118,-0.014,,-0.287,0.0,0.069,0.0,0,,,,,,,1400.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.45,,1408.47,1408.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126,-0.008,0.165,,0.071,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.1,0.082,0.13,0.086,-0.336,,,,,0.016,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,392.13,392.2,392.2,,,,,,,,,,,,,,,448.69,448.69,448.69,,448.69,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,,,,,
9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.074,,,-0.076,,0.0,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.077,,,,0.008,-0.06,0.057,0.008,-0.024,-0.072,0.016,0.0,0.004,0.0,0.012,0.013,-0.165,0.0,,0.0,,,,,,,,,,1,,,,,,,,,,,,,,707.99,,,,,,,,,,,,,,,742.22,,745.25,745.25,745.25,745.25,745.25,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
57398,-0.042,-0.206,0.0,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.206,0.081,0.037,-0.206,0.071,-0.178,,,,,-0.969,-0.987,0.017,0.0,0.0,0.0,,,,,,,,,,0,252.7,,,252.73,,,,,,,,,,,,,,,,,,,,,,,,,,,253.68,253.68,253.72,,253.72,253.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11500,,,,,,,,,,-0.002,,-0.312,-0.01,,,-0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.028,0.063,-0.106,0.051,0.007,0.07,0.0,-0.012,0.0,0.009,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,1261.59,,,,,,,,,,,,,,,,,,,,,,,,,,1266.25,1266.25,1266.26,1266.26,1266.26,1266.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
43934,0.023,0.035,0.0,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,0.112,-0.702,0.155,0.125,-0.072,,,,,0.013,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,63.5,,63.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.39,66.39,66.4,,66.4,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
